iter	Logloss
0	0.6263981511
50	0.008258409481
100	0.002490893801
150	0.001813089526
200	0.001536692021
250	0.001339193767
300	0.00118458683
350	0.001052798838
400	0.0009445334012
450	0.0008494556188
499	0.0007650364069
